Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Мар'їнський,"85600, м. Мар`їнка, вул. Леніна, 7",(06278) 5-10-39,http://mr.dn.court.gov.ua,Мар'їнський районний суд Донецької області,inbox@mr.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:48,Районний суд,,http://mr.dn.court.gov.ua/sud0533/,Донецька
Новоазовський,"87601, м. Новоазовськ, вул. Комунарів, 40 а",(06296) 3-16-92,http://naz.dn.court.gov.ua,Новоазовський районний суд Донецької області,inbox@naz.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://naz.dn.court.gov.ua/sud0535/,Донецька
Олександрівський,"84000, смт Олександрівка, вул. Шкільна, 1","(06269) 2-14-64, 2-19-22, 2-11-60, 2-17-94",http://ol.dn.court.gov.ua,Олександрівський районний суд Донецької області,inbox@ol.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://ol.dn.court.gov.ua/sud0537/,Донецька
Першотравневий,"87400, смт Мангуш, вул. Котанова, 102",(06297) 2-44-04,http://ptr.dn.court.gov.ua,Першотравневий районний суд Донецької області,inbox@ptr.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:48,Районний суд,,http://ptr.dn.court.gov.ua/sud0539/,Донецька
Старобешівський,"87200, смт Старобешево, вул. Поштова, 29",(06253) 2-23-42,http://st.dn.court.gov.ua,Старобешівський районний суд Донецької області,inbox@st.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://st.dn.court.gov.ua/sud0547/,Донецька
Тельманівський,"87100, смт Тельманове, пр-т Тельмана, 1",(06279) 5-18-35,http://tl.dn.court.gov.ua,Тельманівський районний суд Донецької області,inbox@tl.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://tl.dn.court.gov.ua/sud0548/,Донецька
Апостолівський,"53802, м. Апостолове, вул. Визволення, 66","(05656) 9-15-89 (факс), 9-14-90.",http://ap.dp.court.gov.ua,Апостолівський районний суд Дніпропетровської області,inbox@ap.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://ap.dp.court.gov.ua/sud0402/,Дніпропетровська
Васильківський,"52600, Дніпропетровська область, сел. Васильківка, вул. Комсомольська, 23",(05639) 9-20-80,http://vs.dp.court.gov.ua,Васильківський районний суд Дніпропетровської області,inbox@vs.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://vs.dp.court.gov.ua/sud0405/,Дніпропетровська
Верхньодніпровський,"51600, м. Верхньодніпровськ, вул. Петровського, 47",(05658) 3-10-12,http://vd.dp.court.gov.ua,Верхньодніпровський районний суд Дніпропетровської області,inbox@vd.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://vd.dp.court.gov.ua/sud0406/,Дніпропетровська
Дніпропетровський,"52005, с.м.т. Ювілейне, вул. Теплична, 7",(0562) 27-80-36,http://dp.dp.court.gov.ua,Дніпропетровський районний суд Дніпропетровської області,inbox@dp.dp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний суд,,http://dp.dp.court.gov.ua/sud0410/,Дніпропетровська
Криворізький,"50002, м. Кривий Ріг, пр. Миру, 5 а",0(564) 26-24-67,http://kv.dp.court.gov.ua,Криворізький районний суд Дніпропетровської області,inbox@kv.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://kv.dp.court.gov.ua/sud0420/,Дніпропетровська
Криничанський,"53200, смт Кринички, вул. Виконкомівська, 17","(05654) 9-16-92, Факс (05654) 9-16-64",http://kn.dp.court.gov.ua,Криничанський районний суд Дніпропетровської області,inbox@kn.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://kn.dp.court.gov.ua/sud0421/,Дніпропетровська
Магдалинівський,"51100, смт Магдалинівка, пров. Жовтневий, 6",(05691) 2-16-06,http://md.dp.court.gov.ua,Магдалинівський районний суд Дніпропетровської області,inbox@md.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://md.dp.court.gov.ua/sud0423/,Дніпропетровська
Межівський,"52900, смт Межова, вул. Московська, 21",тел./факс (05630) 62-0-50,http://mg.dp.court.gov.ua,Межівський районний суд Дніпропетровської області,inbox@mg.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 13:00,Районний суд,,http://mg.dp.court.gov.ua/sud0425/,Дніпропетровська
П'ятихатський,"52100, м. П’ятихатки, вул. Шевченко 114",(05651) 3-21-03,http://px.dp.court.gov.ua,П'ятихатський районний суд Дніпропетровської області,inbox@px.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://px.dp.court.gov.ua/sud0434/,Дніпропетровська
Петриківський,"51800, смт Петриківка, вул. Леваневського, 19",(05634) 2-22-45,http://pk.dp.court.gov.ua,Петриківський районний суд Дніпропетровської області,inbox@pk.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://pk.dp.court.gov.ua/sud0431/,Дніпропетровська
Петропавлівський,"52700, смт Петропавлівка, вул. Радянська, 74-а",(05631) 3-19-85,http://ptr.dp.court.gov.ua,Петропавлівський районний суд Дніпропетровської області,inbox@ptr.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://ptr.dp.court.gov.ua/sud0432/,Дніпропетровська
Покровський,"53600, смт Покровське, вул. К. Маркса, 134",(05638) 2-16-69,http://pok.dp.court.gov.ua,Покровський районний суд Дніпропетровської області,inbox@pok.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://pok.dp.court.gov.ua/sud0433/,Дніпропетровська
Солонянський,"52400, смт Солоне, вул. Строменка, 1-А",(05669) 2-12-96,http://sl.dp.court.gov.ua,Солонянський районний суд Дніпропетровської області,inbox@sl.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://sl.dp.court.gov.ua/sud0438/,Дніпропетровська
Софіївський,"53100, Дніпропетровська область, Софіївський район, сел. Софіївка, вул. Карпенка, 3",056-502-93-45,http://sf.dp.court.gov.ua,Софіївський районний суд Дніпропетровської області,inbox@sf.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://sf.dp.court.gov.ua/sud0439/,Дніпропетровська
Томаківський,"смт. Томаківка вул. Леніна 26, вул. Леніна 28","05668 2-22-61, 2-32-02",http://tm.dp.court.gov.ua,Томаківський районний суд Дніпропетровської області,inbox@tm.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://tm.dp.court.gov.ua/sud0442/,Дніпропетровська
Царичанський,"51000, смт Царичанка, вул. Театральна, 14а",0-5690-3-12-54,http://cr.dp.court.gov.ua,Царичанський районний суд Дніпропетровської області,inbox@cr.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://cr.dp.court.gov.ua/sud0443/,Дніпропетровська
Широківський,"53700, смт Широке, вул. Леніна, 86",(05657) 2-91-53 (05657) 2-90-22,http://shk.dp.court.gov.ua,Широківський районний суд Дніпропетровської області,inbox@shk.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://shk.dp.court.gov.ua/sud0445/,Дніпропетровська
Юр'ївський,"51300,смт Юр’ївка, вул. Леніна, 89","(05635) 5-10-23, 5-16-72, 5-11-73",http://yr.dp.court.gov.ua,Юр'ївський районний суд Дніпропетровської області,inbox@yr.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://yr.dp.court.gov.ua/sud0446/,Дніпропетровська
Берегівський,"90202, м. Берегове, вул. Бетлен Габора, 3",Канцелярія суду (03141) 2-42-45: Приймальня голови суду (03141) 4-30-24(факс): Керівник апарату суду (03141) 2-30-51;,http://br.zk.court.gov.ua,Берегівський районний суд Закарпатської області,inbox@br.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://br.zk.court.gov.ua/sud0701/,Закарпатська
Великоберезнянський,"89000, смт Великий Березний, вул. Шевченка, 22",0 (235) 2-14-34,http://vb.zk.court.gov.ua,Великоберезнянський районний суд Закарпатської області,inbox@vb.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://vb.zk.court.gov.ua/sud0702/,Закарпатська
Виноградівський,"90300, м. Виноградів, вул. Тюльпанів, 24","0 (3143) 2-73-85(тел), 0 (3143) 2-11-78(факс)",http://vn.zk.court.gov.ua,Виноградівський районний суд Закарпатської області,inbox@vn.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://vn.zk.court.gov.ua/sud0703/,Закарпатська
Воловецький,"89100, смт Воловець, вул. Зарічна, 1",0 (236) 2-23-42,http://vl.zk.court.gov.ua,Воловецький районний суд Закарпатської області,inbox@vl.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://vl.zk.court.gov.ua/sud0704/,Закарпатська
Іршавський,"90100, м. Іршава, вул. Шевченка, 23",(03144) 2-15-64,http://ir.zk.court.gov.ua,Іршавський районний суд Закарпатської області,inbox@ir.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://ir.zk.court.gov.ua/sud0705/,Закарпатська
Міжгірський,"90000, смт Міжгір`я, вул. Шевченка, 99","(03146) 2-11-56, 2-12-78",http://mg.zk.court.gov.ua,Міжгірський районний суд Закарпатської області,inbox@mg.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://mg.zk.court.gov.ua/sud0706/,Закарпатська
Перечинський,"89200, м. Перечин, пл. Народна, 15",(03145) 2-11-96 (тел./факс) (03145) 2-16-39 (тел./факс),http://pr.zk.court.gov.ua,Перечинський районний суд Закарпатської області,inbox@pr.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://pr.zk.court.gov.ua/sud0708/,Закарпатська
Рахівський,"90600, м. Рахів, вул. Карпатська, 15",0 (3132) 2-22-44,http://rh.zk.court.gov.ua,Рахівський районний суд Закарпатської області,inbox@rh.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://rh.zk.court.gov.ua/sud0709/,Закарпатська
Свалявський,"89300, м. Свалява, вул. Духновича, 2",0 (233) 2-27-09,http://sv.zk.court.gov.ua,Свалявський районний суд Закарпатської області,inbox@sv.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://sv.zk.court.gov.ua/sud0710/,Закарпатська
Тячівський,"90500, м. Тячів, вул. Незалежності, 120",0 (3134) 2-13-45,http://tc.zk.court.gov.ua,Тячівський районний суд Закарпатської області,inbox@tc.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://tc.zk.court.gov.ua/sud0711/,Закарпатська
Хустський,"90400, м. Хуст, вул. І.Франка, 18",0 (242) 5-19-87,http://hs.zk.court.gov.ua,Хустський районний суд Закарпатської області,inbox@hs.zk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://hs.zk.court.gov.ua/sud0713/,Закарпатська
Андрушівський,"13400, Україна, Житомирська обл., м. Андрушівка, вул. Зазулінського, 13","0 (4136) 2-18-80, 2-15-75",http://an.zt.court.gov.ua,Андрушівський районний суд Житомирської області,inbox@an.zt.court.gov.ua,Пн-Чт з 08:00 до 17:12 Пт з 08:00 до 16:00 Перерва з 13:00 до 13:48,Районний суд,,http://an.zt.court.gov.ua/sud0601/,Житомирська
Баранівський,"12700, м Баранівка, вул. Першотравенська,30",(04144) 3-11-70,http://br.zt.court.gov.ua,Баранівський районний суд Житомирської області,inbox@br.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://br.zt.court.gov.ua/sud0602/,Житомирська
Брусилівський,"12600, смт Брусилів, вул. Лермонтова, 3","(04162) 3-10-33, факс:(04162)3-10-34",http://bs.zt.court.gov.ua,Брусилівський районний суд Житомирської області,inbox@bs.zt.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:30 Перерва з 13:00 до 14:00,Районний суд,,http://bs.zt.court.gov.ua/sud0605/,Житомирська
Володарсько-Волинський,"12101, смт. Володарськ-Волинський, вул. К.Маркса, 1","0(4145) 3-22-98, 0(4145) 3-14-77факс",http://vv.zt.court.gov.ua,Володарсько-Волинський районний суд Житомирської області,inbox@vv.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://vv.zt.court.gov.ua/sud0606/,Житомирська
Ємільчинський,"11200, смт. Ємільчине, вул Жовтня, 2",(04149) 2-14-05,http://em.zt.court.gov.ua,Ємільчинський районний суд Житомирської області,inbox@em.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:45 Перерва з 12:00 до 13:00,Районний суд,,http://em.zt.court.gov.ua/sud0607/,Житомирська
Житомирський,"10031, м. Житомир, вул. Щорса, 92",(0412) 25-01-64,http://zt.zt.court.gov.ua,Житомирський районний суд Житомирської області,inbox@zt.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://zt.zt.court.gov.ua/sud0608/,Житомирська
Коростишівський,"12505, м. Коростишів, вул. К. Маркса, 52",(04130) 5-76-68(факс),http://ks.zt.court.gov.ua,Коростишівський районний суд Житомирської області,inbox@ks.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://ks.zt.court.gov.ua/sud0611/,Житомирська
Лугинський,"11301, смт Лугини, вул. К. Маркса, 2 а","(04161) 9-14-72, 9-14-14",http://lg.zt.court.gov.ua,Лугинський районний суд Житомирської області,inbox@lg.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Районний суд,,http://lg.zt.court.gov.ua/sud0612/,Житомирська
Любарський,"13100, смт Любар, вул. Леніна, 36",(04147) 2-14-29,http://lb.zt.court.gov.ua,Любарський районний суд Житомирської області,inbox@lb.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://lb.zt.court.gov.ua/sud0613/,Житомирська
Малинський,"11603, м Малин, майдан Соборний, 8",(04133) 5-15-98,http://ml.zt.court.gov.ua,Малинський районний суд Житомирської області,inbox@ml.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Районний суд,,http://ml.zt.court.gov.ua/sud0614/,Житомирська
Народицький,"11400, смт Народичі, вул. Житомирська, 214","0-4140- 2-15-08, 0-4140-2-13-72",http://nr.zt.court.gov.ua,Народицький районний суд Житомирської області,inbox@nr.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://nr.zt.court.gov.ua/sud0615/,Житомирська
Овруцький,"11106, м. Овруч, вул. Леніна, 5",(04148) 4-22-83,http://ov.zt.court.gov.ua,Овруцький районний суд Житомирської області,inbox@ov.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://ov.zt.court.gov.ua/sud0617/,Житомирська
Олевський,"11001, м. Олевськ, вул. Володимирська, 7",(04135)-2-12-39,http://ol.zt.court.gov.ua,Олевський районний суд Житомирської області,inbox@ol.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://ol.zt.court.gov.ua/sud0618/,Житомирська
Попільнянський,"13501, смт Попільня, вул. Б. Хмельницького, 24",Канцелярія суду (04137) 2-52-59 факс: 2-52-59,http://pp.zt.court.gov.ua,Попільнянський районний суд Житомирської області,inbox@pp.zt.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://pp.zt.court.gov.ua/sud0619/,Житомирська
Радомишльський,"12200, м. Радомишль, вул. І. Франка, 4а",(04132) 4-25-31,http://rd.zt.court.gov.ua,Радомишльський районний суд Житомирської області,inbox@rd.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://rd.zt.court.gov.ua/sud0620/,Житомирська
Романівський,"смт. Романів, вул. Небесної сотні, 86, Романівського району , Житомирської області",(04146)2-16-50,http://dg.zt.court.gov.ua,Романівський районний суд Житомирської області,inbox@dg.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://dg.zt.court.gov.ua/sud0621/,Житомирська
Ружинський,,,,,,,Районний суд,,,Житомирська
Червоноармійський,"12000, смт Червоноармійськ, вул. Леніна, 117",(04131) 3-24-70,http://cha.zt.court.gov.ua,Червоноармійський районний суд Житомирської області,inbox@cha.zt.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://cha.zt.court.gov.ua/sud0623/,Житомирська
Черняхівський,"12300, смт Черняхів, вул. Червоноармійська, 1","(04134) 4-13-46, 4-16-87",http://cr.zt.court.gov.ua,Черняхівський районний суд Житомирської області,inbox@cr.zt.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 17:30 Перерва з 13:00 до 14:00,Районний суд,,http://cr.zt.court.gov.ua/sud0624/,Житомирська
Чуднівський,"13200, смт Чуднів, вул. 50 років Жовтня, 3",(04139) 2-10-80,http://cd.zt.court.gov.ua,Чуднівський районний суд Житомирської області,inbox@cd.zt.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Районний суд,,http://cd.zt.court.gov.ua/sud0625/,Житомирська
Богородчанський,"77701, смт Богородчани, вул. Шевченка, 68",(8-271) 2-10-70,http://bg.if.court.gov.ua,Богородчанський районний суд Івано-Франківської області,inbox@bg.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://bg.if.court.gov.ua/sud0901/,Івано-Франківська
Верховинський,"78700, смт Верховина, вул. Жаб’євська, 76",(03432) 2-15-36,http://vr.if.court.gov.ua,Верховинський районний суд Івано-Франківської області,inbox@vr.if.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Районний суд,,http://vr.if.court.gov.ua/sud0903/,Івано-Франківська
Галицький,"77100, м. Галич, вул. Караїмська, 10",(03431) 2-21-91,http://gl.if.court.gov.ua,Галицький районний суд Івано-Франківської області,inbox@gl.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://gl.if.court.gov.ua/sud0904/,Івано-Франківська
Городенківський,"78100, м. Городенка, вул. Героїв Євромайдану , 7",(03430) 2-27-86,http://gd.if.court.gov.ua,Городенківський районний суд Івано-Франківської області,inbox@gd.if.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:48,Районний суд,,http://gd.if.court.gov.ua/sud0905/,Івано-Франківська
Долинський,"77500, Івано-Франківська область, місто Долина, вулиця Обліски,115",тел . (03477) 2 – 75 – 49 факс (03477) 2 – 75 – 50,http://dl.if.court.gov.ua,Долинський районний суд Івано-Франківської області,inbox@dl.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://dl.if.court.gov.ua/sud0906/,Івано-Франківська
Косівський,"78601, м. Косів, вул. Незалежності, 50",(03478) 2-45-46,http://ks.if.court.gov.ua,Косівський районний суд Івано-Франківської області,inbox@ks.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://ks.if.court.gov.ua/sud0910/,Івано-Франківська
Надвірнянський,"78400, м. Надвірна, вул.Мазепи, 35",(03475) 2-23-46,http://nd.if.court.gov.ua,Надвірнянський районний суд Івано-Франківської області,inbox@nd.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://nd.if.court.gov.ua/sud0911/,Івано-Франківська
Рогатинський,"77000, м. Рогатин, вул. Галицька, 40",(03435) 2-14-43,http://rt.if.court.gov.ua,Рогатинський районний суд Івано-Франківської області,inbox@rt.if.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://rt.if.court.gov.ua/sud0912/,Івано-Франківська
Рожнятівський,"77600, смт Рожнятів, вул. Шкільна, 15",(03474) 2-07-73 ф.2-06-35,http://rg.if.court.gov.ua,Рожнятівський районний суд Івано-Франківської області,inbox@rg.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://rg.if.court.gov.ua/sud0913/,Івано-Франківська
Снятинський,"78300, м. Снятин, майдан Січових Стрільців, 56",(03476) 2-50-41,http://sn.if.court.gov.ua,Снятинський районний суд Івано-Франківської області,inbox@sn.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://sn.if.court.gov.ua/sud0914/,Івано-Франківська
Тисменицький,"76002, м. Івано-Франківськ, вул. Незалежності, 150",тел. (03422)3-22-01,http://ts.if.court.gov.ua,Тисменицький районний суд Івано-Франківської області,inbox@ts.if.court.gov.ua,Пн-Чт з 08:30 до 17:15 Пт з 08:30 до 16:15 Перерва з 12:30 до 13:00,Районний суд,,http://ts.if.court.gov.ua/sud0915/,Івано-Франківська
Тлумацький,"78000, м. Тлумач, вул. Винниченка, 14 а","(03479) 2-27-86, (03479) 2-40-83 факс",http://tl.if.court.gov.ua,Тлумацький районний суд Івано-Франківської області,inbox@tl.if.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://tl.if.court.gov.ua/sud0916/,Івано-Франківська
Василівський,"71600, Запорізька область, м. Василівка, вул. Радянська, 2","(06175) 7-26-19, 7-26-29",http://vs.zp.court.gov.ua,Василівський районний суд Запорізької області,inbox@vs.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://vs.zp.court.gov.ua/sud0802/,Запорізька
Великобілозерський,"71401,с.Велика Білозерка,вул.Пархоменка 193.","тел. 20281, 20356, 20273",http://vb.zp.court.gov.ua,Великобілозерський районний суд Запорізької області,inbox@vb.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://vb.zp.court.gov.ua/sud0803/,Запорізька
Веселівський,"72202, смт. Веселе, вул. Леніна, 135",тел/факс 0(6136) 2-13-51,http://vsl.zp.court.gov.ua,Веселівський районний суд Запорізької області,inbox@vsl.zp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний суд,,http://vsl.zp.court.gov.ua/sud0804/,Запорізька
Вільнянський,"70002 вул.Бочарова, 4 м.Вільнянськ Запорізька область",/06143/4-13-76 - канцелярія,http://vl.zp.court.gov.ua,Вільнянський районний суд Запорізької області,inbox@vl.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://vl.zp.court.gov.ua/sud0805/,Запорізька
Гуляйпільський,"70200 м. Гуляйполе, вул. 9 Січня, 31",(06145) 4-11-59,http://gp.zp.court.gov.ua,Гуляйпільський районний суд Запорізької області,inbox@gp.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://gp.zp.court.gov.ua/sud0806/,Запорізька
Запорізький,"69089, м. Запоріжжя, вул. Істоміна, 10,Iстоміна,37",(061) 278-58-59(факс) 278-55-14,http://zp.zp.court.gov.ua,Запорізький районний суд Запорізької області,inbox@zp.zp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний суд,,http://zp.zp.court.gov.ua/sud0810/,Запорізька
Кам'янсько-Дніпровський,"71304, Запорізька область, м. Кам’янка-Дніпровська, вул. Йожикова, буд. 93",(06138) 2-39-08,http://kd.zp.court.gov.ua,Кам'янсько-Дніпровський районний суд,inbox@kd.zp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://kd.zp.court.gov.ua/sud0811/,Запорізька
Куйбишевський,"71001, смт Куйбишеве, вул. Леніна, 26а Запорізької області",(06147) 2-13-58,http://kb.zp.court.gov.ua,Куйбишевський районний суд Запорізької області,inbox@kb.zp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 13:45,Районний суд,,http://kb.zp.court.gov.ua/sud0813/,Запорізька
